,eolbp,amount_of_factors,lbp_length,eras_long,eras_short,amount_of_months
17171,2012-12-31,7,24,2006-2021,2011-2015,12
17172,2013-01-31,7,24,2006-2021,2011-2015,12
17173,2013-02-28,7,24,2006-2021,2011-2015,0
17174,2013-03-31,7,24,2006-2021,2011-2015,0
17175,2013-04-30,7,24,2006-2021,2011-2015,13
17176,2013-05-31,7,24,2006-2021,2011-2015,52
17177,2013-06-30,7,24,2006-2021,2011-2015,51
17178,2013-07-31,7,24,2006-2021,2011-2015,50
17179,2013-08-31,7,24,2006-2021,2011-2015,47
17180,2013-09-30,7,24,2006-2021,2011-2015,43
17181,2013-10-31,7,24,2006-2021,2011-2015,41
17182,2013-11-30,7,24,2006-2021,2011-2015,46
17183,2013-12-31,7,24,2006-2021,2011-2015,39
17184,2014-01-31,7,24,2006-2021,2011-2015,31
17185,2014-02-28,7,24,2006-2021,2011-2015,28
17186,2014-03-31,7,24,2006-2021,2011-2015,29
17187,2014-04-30,7,24,2006-2021,2011-2015,0
17188,2014-05-31,7,24,2006-2021,2011-2015,0
17189,2014-06-30,7,24,2006-2021,2011-2015,0
17190,2014-07-31,7,24,2006-2021,2011-2015,42
17191,2014-08-31,7,24,2006-2021,2011-2015,48
17192,2014-09-30,7,24,2006-2021,2011-2015,47
17193,2014-10-31,7,24,2006-2021,2011-2015,85
17194,2014-11-30,7,24,2006-2021,2011-2015,84
17195,2014-12-31,7,24,2006-2021,2011-2015,74
17196,2015-01-31,7,24,2006-2021,2011-2015,19
17197,2015-02-28,7,24,2006-2021,2011-2015,105
17198,2015-03-31,7,24,2006-2021,2011-2015,82
17199,2015-04-30,7,24,2006-2021,2011-2015,103
17200,2015-05-31,7,24,2006-2021,2011-2015,78
17201,2015-06-30,7,24,2006-2021,2011-2015,16
17202,2015-07-31,7,24,2006-2021,2011-2015,12
17203,2015-08-31,7,24,2006-2021,2011-2015,12
17204,2015-09-30,7,24,2006-2021,2011-2015,0
17205,2015-10-31,7,24,2006-2021,2011-2015,12
17206,2015-11-30,7,24,2006-2021,2011-2015,0
17207,2015-12-31,7,24,2006-2021,2011-2015,0
17208,2016-01-31,7,24,2006-2021,2016-2021,0
17209,2016-02-29,7,24,2006-2021,2016-2021,0
17210,2016-03-31,7,24,2006-2021,2016-2021,0
17211,2016-04-30,7,24,2006-2021,2016-2021,13
17212,2016-05-31,7,24,2006-2021,2016-2021,12
17213,2016-06-30,7,24,2006-2021,2016-2021,0
17214,2016-07-31,7,24,2006-2021,2016-2021,0
17215,2016-08-31,7,24,2006-2021,2016-2021,20
17216,2016-09-30,7,24,2006-2021,2016-2021,19
17217,2016-10-31,7,24,2006-2021,2016-2021,18
17218,2016-11-30,7,24,2006-2021,2016-2021,41
17219,2016-12-31,7,24,2006-2021,2016-2021,17
17220,2017-01-31,7,24,2006-2021,2016-2021,18
17221,2017-02-28,7,24,2006-2021,2016-2021,17
17222,2017-03-31,7,24,2006-2021,2016-2021,40
17223,2017-04-30,7,24,2006-2021,2016-2021,39
17224,2017-05-31,7,24,2006-2021,2016-2021,0
17225,2017-06-30,7,24,2006-2021,2016-2021,37
17226,2017-07-31,7,24,2006-2021,2016-2021,35
17227,2017-08-31,7,24,2006-2021,2016-2021,13
17228,2017-09-30,7,24,2006-2021,2016-2021,42
17229,2017-10-31,7,24,2006-2021,2016-2021,42
17230,2017-11-30,7,24,2006-2021,2016-2021,33
17231,2017-12-31,7,24,2006-2021,2016-2021,0
17232,2018-01-31,7,24,2006-2021,2016-2021,39
17233,2018-02-28,7,24,2006-2021,2016-2021,37
17234,2018-03-31,7,24,2006-2021,2016-2021,17
17235,2018-04-30,7,24,2006-2021,2016-2021,36
17236,2018-05-31,7,24,2006-2021,2016-2021,15
17237,2018-06-30,7,24,2006-2021,2016-2021,14
17238,2018-07-31,7,24,2006-2021,2016-2021,13
17239,2018-08-31,7,24,2006-2021,2016-2021,12
17240,2018-09-30,7,24,2006-2021,2016-2021,31
17241,2018-10-31,7,24,2006-2021,2016-2021,30
17242,2018-11-30,7,24,2006-2021,2016-2021,27
17243,2018-12-31,7,24,2006-2021,2016-2021,26
17244,2019-01-31,7,24,2006-2021,2016-2021,25
17245,2019-02-28,7,24,2006-2021,2016-2021,24
17246,2019-03-31,7,24,2006-2021,2016-2021,23
17247,2019-04-30,7,24,2006-2021,2016-2021,22
17248,2019-05-31,7,24,2006-2021,2016-2021,21
17249,2019-06-30,7,24,2006-2021,2016-2021,20
17250,2019-07-31,7,24,2006-2021,2016-2021,19
17251,2019-08-31,7,24,2006-2021,2016-2021,18
17252,2019-09-30,7,24,2006-2021,2016-2021,13
17253,2019-10-31,7,24,2006-2021,2016-2021,14
17254,2019-11-30,7,24,2006-2021,2016-2021,15
17255,2019-12-31,7,24,2006-2021,2016-2021,14
17256,2020-01-31,7,24,2006-2021,2016-2021,13
17257,2020-02-29,7,24,2006-2021,2016-2021,12
17258,2020-03-31,7,24,2006-2021,2016-2021,0
17259,2020-04-30,7,24,2006-2021,2016-2021,0
17260,2020-05-31,7,24,2006-2021,2016-2021,0
17261,2020-06-30,7,24,2006-2021,2016-2021,0
17262,2020-07-31,7,24,2006-2021,2016-2021,0
17263,2020-08-31,7,24,2006-2021,2016-2021,0
17264,2020-09-30,7,24,2006-2021,2016-2021,0
17265,2020-10-31,7,24,2006-2021,2016-2021,0
17266,2020-11-30,7,24,2006-2021,2016-2021,0
17267,2020-12-31,7,24,2006-2021,2016-2021,0
17268,2021-01-31,7,24,2006-2021,2016-2021,0
17269,2021-02-28,7,24,2006-2021,2016-2021,0
17270,2021-03-31,7,24,2006-2021,2016-2021,0
17271,2021-04-30,7,24,2006-2021,2016-2021,0
17272,2021-05-31,7,24,2006-2021,2016-2021,0
17273,2021-06-30,7,24,2006-2021,2016-2021,0
17274,2021-07-31,7,24,2006-2021,2016-2021,0
17275,2021-08-31,7,24,2006-2021,2016-2021,0
17276,2021-09-30,7,24,2006-2021,2016-2021,0
17277,2021-10-31,7,24,2006-2021,2016-2021,0
17278,2021-11-30,7,24,2006-2021,2016-2021,0
17279,2021-12-31,7,24,2006-2021,2016-2021,17
17280,1974-10-31,7,36,1972-1990,1972-1985,0
17281,1974-11-30,7,36,1972-1990,1972-1985,0
17282,1974-12-31,7,36,1972-1990,1972-1985,0
17283,1975-01-31,7,36,1972-1990,1972-1985,0
17284,1975-02-28,7,36,1972-1990,1972-1985,0
17285,1975-03-31,7,36,1972-1990,1972-1985,34
17286,1975-04-30,7,36,1972-1990,1972-1985,33
17287,1975-05-31,7,36,1972-1990,1972-1985,33
17288,1975-06-30,7,36,1972-1990,1972-1985,33
17289,1975-07-31,7,36,1972-1990,1972-1985,32
17290,1975-08-31,7,36,1972-1990,1972-1985,30
17291,1975-09-30,7,36,1972-1990,1972-1985,30
17292,1975-10-31,7,36,1972-1990,1972-1985,29
17293,1975-11-30,7,36,1972-1990,1972-1985,28
17294,1975-12-31,7,36,1972-1990,1972-1985,27
17295,1976-01-31,7,36,1972-1990,1972-1985,26
17296,1976-02-29,7,36,1972-1990,1972-1985,25
17297,1976-03-31,7,36,1972-1990,1972-1985,24
17298,1976-04-30,7,36,1972-1990,1972-1985,23
17299,1976-05-31,7,36,1972-1990,1972-1985,22
17300,1976-06-30,7,36,1972-1990,1972-1985,22
17301,1976-07-31,7,36,1972-1990,1972-1985,20
17302,1976-08-31,7,36,1972-1990,1972-1985,19
17303,1976-09-30,7,36,1972-1990,1972-1985,18
17304,1976-10-31,7,36,1972-1990,1972-1985,17
17305,1976-11-30,7,36,1972-1990,1972-1985,17
17306,1976-12-31,7,36,1972-1990,1972-1985,18
17307,1977-01-31,7,36,1972-1990,1972-1985,14
17308,1977-02-28,7,36,1972-1990,1972-1985,13
17309,1977-03-31,7,36,1972-1990,1972-1985,12
17310,1977-04-30,7,36,1972-1990,1972-1985,0
17311,1977-05-31,7,36,1972-1990,1972-1985,28
17312,1977-06-30,7,36,1972-1990,1972-1985,27
17313,1977-07-31,7,36,1972-1990,1972-1985,26
17314,1977-08-31,7,36,1972-1990,1972-1985,25
17315,1977-09-30,7,36,1972-1990,1972-1985,24
17316,1977-10-31,7,36,1972-1990,1972-1985,23
17317,1977-11-30,7,36,1972-1990,1972-1985,22
17318,1977-12-31,7,36,1972-1990,1972-1985,21
17319,1978-01-31,7,36,1972-1990,1972-1985,21
17320,1978-02-28,7,36,1972-1990,1972-1985,19
17321,1978-03-31,7,36,1972-1990,1972-1985,18
17322,1978-04-30,7,36,1972-1990,1972-1985,17
17323,1978-05-31,7,36,1972-1990,1972-1985,17
17324,1978-06-30,7,36,1972-1990,1972-1985,16
17325,1978-07-31,7,36,1972-1990,1972-1985,15
17326,1978-08-31,7,36,1972-1990,1972-1985,65
17327,1978-09-30,7,36,1972-1990,1972-1985,16
17328,1978-10-31,7,36,1972-1990,1972-1985,12
17329,1978-11-30,7,36,1972-1990,1972-1985,0
17330,1978-12-31,7,36,1972-1990,1972-1985,12
17331,1979-01-31,7,36,1972-1990,1972-1985,12
17332,1979-02-28,7,36,1972-1990,1972-1985,0
17333,1979-03-31,7,36,1972-1990,1972-1985,58
17334,1979-04-30,7,36,1972-1990,1972-1985,57
17335,1979-05-31,7,36,1972-1990,1972-1985,56
17336,1979-06-30,7,36,1972-1990,1972-1985,28
17337,1979-07-31,7,36,1972-1990,1972-1985,27
17338,1979-08-31,7,36,1972-1990,1972-1985,26
17339,1979-09-30,7,36,1972-1990,1972-1985,25
17340,1979-10-31,7,36,1972-1990,1972-1985,24
17341,1979-11-30,7,36,1972-1990,1972-1985,23
17342,1979-12-31,7,36,1972-1990,1972-1985,21
17343,1980-01-31,7,36,1972-1990,1972-1985,19
17344,1980-02-29,7,36,1972-1990,1972-1985,19
17345,1980-03-31,7,36,1972-1990,1972-1985,18
17346,1980-04-30,7,36,1972-1990,1972-1985,17
17347,1980-05-31,7,36,1972-1990,1972-1985,15
17348,1980-06-30,7,36,1972-1990,1972-1985,14
17349,1980-07-31,7,36,1972-1990,1972-1985,13
17350,1980-08-31,7,36,1972-1990,1972-1985,12
17351,1980-09-30,7,36,1972-1990,1972-1985,0
17352,1980-10-31,7,36,1972-1990,1972-1985,0
17353,1980-11-30,7,36,1972-1990,1972-1985,0
17354,1980-12-31,7,36,1972-1990,1972-1985,0
17355,1981-01-31,7,36,1972-1990,1972-1985,0
17356,1981-02-28,7,36,1972-1990,1972-1985,30
17357,1981-03-31,7,36,1972-1990,1972-1985,0
17358,1981-04-30,7,36,1972-1990,1972-1985,28
17359,1981-05-31,7,36,1972-1990,1972-1985,27
17360,1981-06-30,7,36,1972-1990,1972-1985,27
17361,1981-07-31,7,36,1972-1990,1972-1985,25
17362,1981-08-31,7,36,1972-1990,1972-1985,22
17363,1981-09-30,7,36,1972-1990,1972-1985,21
17364,1981-10-31,7,36,1972-1990,1972-1985,22
17365,1981-11-30,7,36,1972-1990,1972-1985,19
17366,1981-12-31,7,36,1972-1990,1972-1985,18
17367,1982-01-31,7,36,1972-1990,1972-1985,17
17368,1982-02-28,7,36,1972-1990,1972-1985,16
17369,1982-03-31,7,36,1972-1990,1972-1985,15
17370,1982-04-30,7,36,1972-1990,1972-1985,14
17371,1982-05-31,7,36,1972-1990,1972-1985,13
17372,1982-06-30,7,36,1972-1990,1972-1985,12
17373,1982-07-31,7,36,1972-1990,1972-1985,0
17374,1982-08-31,7,36,1972-1990,1972-1985,12
17375,1982-09-30,7,36,1972-1990,1972-1985,0
17376,1982-10-31,7,36,1972-1990,1972-1985,0
17377,1982-11-30,7,36,1972-1990,1972-1985,0
17378,1982-12-31,7,36,1972-1990,1972-1985,0
17379,1983-01-31,7,36,1972-1990,1972-1985,204
17380,1983-02-28,7,36,1972-1990,1972-1985,101
17381,1983-03-31,7,36,1972-1990,1972-1985,0
17382,1983-04-30,7,36,1972-1990,1972-1985,0
17383,1983-05-31,7,36,1972-1990,1972-1985,61
17384,1983-06-30,7,36,1972-1990,1972-1985,0
17385,1983-07-31,7,36,1972-1990,1972-1985,90
17386,1983-08-31,7,36,1972-1990,1972-1985,81
17387,1983-09-30,7,36,1972-1990,1972-1985,78
17388,1983-10-31,7,36,1972-1990,1972-1985,44
17389,1983-11-30,7,36,1972-1990,1972-1985,43
17390,1983-12-31,7,36,1972-1990,1972-1985,43
17391,1984-01-31,7,36,1972-1990,1972-1985,75
17392,1984-02-29,7,36,1972-1990,1972-1985,74
17393,1984-03-31,7,36,1972-1990,1972-1985,73
17394,1984-04-30,7,36,1972-1990,1972-1985,72
17395,1984-05-31,7,36,1972-1990,1972-1985,72
17396,1984-06-30,7,36,1972-1990,1972-1985,71
17397,1984-07-31,7,36,1972-1990,1972-1985,77
17398,1984-08-31,7,36,1972-1990,1972-1985,69
17399,1984-09-30,7,36,1972-1990,1972-1985,66
17400,1984-10-31,7,36,1972-1990,1972-1985,32
17401,1984-11-30,7,36,1972-1990,1972-1985,32
17402,1984-12-31,7,36,1972-1990,1972-1985,30
17403,1985-01-31,7,36,1972-1990,1972-1985,64
17404,1985-02-28,7,36,1972-1990,1972-1985,61
17405,1985-03-31,7,36,1972-1990,1972-1985,60
17406,1985-04-30,7,36,1972-1990,1972-1985,60
17407,1985-05-31,7,36,1972-1990,1972-1985,59
17408,1985-06-30,7,36,1972-1990,1972-1985,25
17409,1985-07-31,7,36,1972-1990,1972-1985,23
17410,1985-08-31,7,36,1972-1990,1972-1985,50
17411,1985-09-30,7,36,1972-1990,1972-1985,49
17412,1985-10-31,7,36,1972-1990,1972-1985,20
17413,1985-11-30,7,36,1972-1990,1972-1985,19
17414,1985-12-31,7,36,1972-1990,1972-1985,18
17415,1986-01-31,7,36,1972-1990,1986-1990,17
17416,1986-02-28,7,36,1972-1990,1986-1990,16
17417,1986-03-31,7,36,1972-1990,1986-1990,15
17418,1986-04-30,7,36,1972-1990,1986-1990,14
17419,1986-05-31,7,36,1972-1990,1986-1990,13
17420,1986-06-30,7,36,1972-1990,1986-1990,12
17421,1986-07-31,7,36,1972-1990,1986-1990,0
17422,1986-08-31,7,36,1972-1990,1986-1990,0
17423,1986-09-30,7,36,1972-1990,1986-1990,0
17424,1986-10-31,7,36,1972-1990,1986-1990,43
17425,1986-11-30,7,36,1972-1990,1986-1990,12
17426,1986-12-31,7,36,1972-1990,1986-1990,0
17427,1987-01-31,7,36,1972-1990,1986-1990,54
17428,1987-02-28,7,36,1972-1990,1986-1990,22
17429,1987-03-31,7,36,1972-1990,1986-1990,22
17430,1987-04-30,7,36,1972-1990,1986-1990,52
17431,1987-05-31,7,36,1972-1990,1986-1990,55
17432,1987-06-30,7,36,1972-1990,1986-1990,18
17433,1987-07-31,7,36,1972-1990,1986-1990,49
17434,1987-08-31,7,36,1972-1990,1986-1990,16
17435,1987-09-30,7,36,1972-1990,1986-1990,15
17436,1987-10-31,7,36,1972-1990,1986-1990,14
17437,1987-11-30,7,36,1972-1990,1986-1990,13
17438,1987-12-31,7,36,1972-1990,1986-1990,0
17439,1988-01-31,7,36,1972-1990,1986-1990,0
17440,1988-02-29,7,36,1972-1990,1986-1990,40
17441,1988-03-31,7,36,1972-1990,1986-1990,40
17442,1988-04-30,7,36,1972-1990,1986-1990,13
17443,1988-05-31,7,36,1972-1990,1986-1990,41
17444,1988-06-30,7,36,1972-1990,1986-1990,47
17445,1988-07-31,7,36,1972-1990,1986-1990,36
17446,1988-08-31,7,36,1972-1990,1986-1990,35
17447,1988-09-30,7,36,1972-1990,1986-1990,28
17448,1988-10-31,7,36,1972-1990,1986-1990,27
17449,1988-11-30,7,36,1972-1990,1986-1990,26
17450,1988-12-31,7,36,1972-1990,1986-1990,17
17451,1989-01-31,7,36,1972-1990,1986-1990,31
17452,1989-02-28,7,36,1972-1990,1986-1990,15
17453,1989-03-31,7,36,1972-1990,1986-1990,13
17454,1989-04-30,7,36,1972-1990,1986-1990,0
17455,1989-05-31,7,36,1972-1990,1986-1990,0
17456,1989-06-30,7,36,1972-1990,1986-1990,0
17457,1989-07-31,7,36,1972-1990,1986-1990,0
17458,1989-08-31,7,36,1972-1990,1986-1990,0
17459,1989-09-30,7,36,1972-1990,1986-1990,15
17460,1989-10-31,7,36,1972-1990,1986-1990,14
17461,1989-11-30,7,36,1972-1990,1986-1990,0
17462,1989-12-31,7,36,1972-1990,1986-1990,12
17463,1990-01-31,7,36,1972-1990,1986-1990,0
17464,1990-02-28,7,36,1972-1990,1986-1990,0
17465,1990-03-31,7,36,1972-1990,1986-1990,0
17466,1990-04-30,7,36,1972-1990,1986-1990,14
17467,1990-05-31,7,36,1972-1990,1986-1990,0
17468,1990-06-30,7,36,1972-1990,1986-1990,12
17469,1990-07-31,7,36,1972-1990,1986-1990,12
17470,1990-08-31,7,36,1972-1990,1986-1990,0
17471,1990-09-30,7,36,1972-1990,1986-1990,0
17472,1990-10-31,7,36,1972-1990,1986-1990,0
17473,1990-11-30,7,36,1972-1990,1986-1990,0
17474,1990-12-31,7,36,1972-1990,1986-1990,0
17475,1991-01-31,7,36,1991-2005,1991-1995,72
17476,1991-02-28,7,36,1991-2005,1991-1995,71
17477,1991-03-31,7,36,1991-2005,1991-1995,100
17478,1991-04-30,7,36,1991-2005,1991-1995,26
17479,1991-05-31,7,36,1991-2005,1991-1995,29
17480,1991-06-30,7,36,1991-2005,1991-1995,97
17481,1991-07-31,7,36,1991-2005,1991-1995,27
17482,1991-08-31,7,36,1991-2005,1991-1995,26
17483,1991-09-30,7,36,1991-2005,1991-1995,140
17484,1991-10-31,7,36,1991-2005,1991-1995,66
17485,1991-11-30,7,36,1991-2005,1991-1995,138
17486,1991-12-31,7,36,1991-2005,1991-1995,64
17487,1992-01-31,7,36,1991-2005,1991-1995,63
17488,1992-02-29,7,36,1991-2005,1991-1995,62
17489,1992-03-31,7,36,1991-2005,1991-1995,19
17490,1992-04-30,7,36,1991-2005,1991-1995,93
17491,1992-05-31,7,36,1991-2005,1991-1995,17
17492,1992-06-30,7,36,1991-2005,1991-1995,16
17493,1992-07-31,7,36,1991-2005,1991-1995,12
17494,1992-08-31,7,36,1991-2005,1991-1995,14
17495,1992-09-30,7,36,1991-2005,1991-1995,0
17496,1992-10-31,7,36,1991-2005,1991-1995,0
17497,1992-11-30,7,36,1991-2005,1991-1995,0
17498,1992-12-31,7,36,1991-2005,1991-1995,83
17499,1993-01-31,7,36,1991-2005,1991-1995,124
17500,1993-02-28,7,36,1991-2005,1991-1995,123
17501,1993-03-31,7,36,1991-2005,1991-1995,122
17502,1993-04-30,7,36,1991-2005,1991-1995,92
17503,1993-05-31,7,36,1991-2005,1991-1995,91
17504,1993-06-30,7,36,1991-2005,1991-1995,90
17505,1993-07-31,7,36,1991-2005,1991-1995,89
17506,1993-08-31,7,36,1991-2005,1991-1995,88
17507,1993-09-30,7,36,1991-2005,1991-1995,87
17508,1993-10-31,7,36,1991-2005,1991-1995,21
17509,1993-11-30,7,36,1991-2005,1991-1995,20
17510,1993-12-31,7,36,1991-2005,1991-1995,84
17511,1994-01-31,7,36,1991-2005,1991-1995,39
17512,1994-02-28,7,36,1991-2005,1991-1995,38
17513,1994-03-31,7,36,1991-2005,1991-1995,81
17514,1994-04-30,7,36,1991-2005,1991-1995,80
17515,1994-05-31,7,36,1991-2005,1991-1995,79
17516,1994-06-30,7,36,1991-2005,1991-1995,78
17517,1994-07-31,7,36,1991-2005,1991-1995,60
17518,1994-08-31,7,36,1991-2005,1991-1995,59
17519,1994-09-30,7,36,1991-2005,1991-1995,105
17520,1994-10-31,7,36,1991-2005,1991-1995,60
17521,1994-11-30,7,36,1991-2005,1991-1995,62
17522,1994-12-31,7,36,1991-2005,1991-1995,16
17523,1995-01-31,7,36,1991-2005,1991-1995,14
17524,1995-02-28,7,36,1991-2005,1991-1995,14
17525,1995-03-31,7,36,1991-2005,1991-1995,57
17526,1995-04-30,7,36,1991-2005,1991-1995,76
17527,1995-05-31,7,36,1991-2005,1991-1995,75
17528,1995-06-30,7,36,1991-2005,1991-1995,30
17529,1995-07-31,7,36,1991-2005,1991-1995,14
17530,1995-08-31,7,36,1991-2005,1991-1995,13
17531,1995-09-30,7,36,1991-2005,1991-1995,62
17532,1995-10-31,7,36,1991-2005,1991-1995,61
17533,1995-11-30,7,36,1991-2005,1991-1995,60
17534,1995-12-31,7,36,1991-2005,1991-1995,24
17535,1996-01-31,7,36,1991-2005,1996-2000,60
17536,1996-02-29,7,36,1991-2005,1996-2000,21
17537,1996-03-31,7,36,1991-2005,1996-2000,20
17538,1996-04-30,7,36,1991-2005,1996-2000,0
17539,1996-05-31,7,36,1991-2005,1996-2000,17
17540,1996-06-30,7,36,1991-2005,1996-2000,17
17541,1996-07-31,7,36,1991-2005,1996-2000,16
17542,1996-08-31,7,36,1991-2005,1996-2000,15
17543,1996-09-30,7,36,1991-2005,1996-2000,14
17544,1996-10-31,7,36,1991-2005,1996-2000,14
17545,1996-11-30,7,36,1991-2005,1996-2000,66
17546,1996-12-31,7,36,1991-2005,1996-2000,65
17547,1997-01-31,7,36,1991-2005,1996-2000,64
17548,1997-02-28,7,36,1991-2005,1996-2000,65
17549,1997-03-31,7,36,1991-2005,1996-2000,28
17550,1997-04-30,7,36,1991-2005,1996-2000,27
17551,1997-05-31,7,36,1991-2005,1996-2000,60
17552,1997-06-30,7,36,1991-2005,1996-2000,50
17553,1997-07-31,7,36,1991-2005,1996-2000,49
17554,1997-08-31,7,36,1991-2005,1996-2000,48
17555,1997-09-30,7,36,1991-2005,1996-2000,81
17556,1997-10-31,7,36,1991-2005,1996-2000,14
17557,1997-11-30,7,36,1991-2005,1996-2000,13
17558,1997-12-31,7,36,1991-2005,1996-2000,0
17559,1998-01-31,7,36,1991-2005,1996-2000,0
17560,1998-02-28,7,36,1991-2005,1996-2000,0
17561,1998-03-31,7,36,1991-2005,1996-2000,0
17562,1998-04-30,7,36,1991-2005,1996-2000,0
17563,1998-05-31,7,36,1991-2005,1996-2000,0
17564,1998-06-30,7,36,1991-2005,1996-2000,0
17565,1998-07-31,7,36,1991-2005,1996-2000,0
17566,1998-08-31,7,36,1991-2005,1996-2000,0
17567,1998-09-30,7,36,1991-2005,1996-2000,0
17568,1998-10-31,7,36,1991-2005,1996-2000,0
17569,1998-11-30,7,36,1991-2005,1996-2000,0
17570,1998-12-31,7,36,1991-2005,1996-2000,24
17571,1999-01-31,7,36,1991-2005,1996-2000,24
17572,1999-02-28,7,36,1991-2005,1996-2000,23
17573,1999-03-31,7,36,1991-2005,1996-2000,21
17574,1999-04-30,7,36,1991-2005,1996-2000,50
17575,1999-05-31,7,36,1991-2005,1996-2000,48
17576,1999-06-30,7,36,1991-2005,1996-2000,18
17577,1999-07-31,7,36,1991-2005,1996-2000,16
17578,1999-08-31,7,36,1991-2005,1996-2000,15
17579,1999-09-30,7,36,1991-2005,1996-2000,14
17580,1999-10-31,7,36,1991-2005,1996-2000,13
17581,1999-11-30,7,36,1991-2005,1996-2000,0
17582,1999-12-31,7,36,1991-2005,1996-2000,0
17583,2000-01-31,7,36,1991-2005,1996-2000,0
17584,2000-02-29,7,36,1991-2005,1996-2000,0
17585,2000-03-31,7,36,1991-2005,1996-2000,0
17586,2000-04-30,7,36,1991-2005,1996-2000,0
17587,2000-05-31,7,36,1991-2005,1996-2000,0
17588,2000-06-30,7,36,1991-2005,1996-2000,0
17589,2000-07-31,7,36,1991-2005,1996-2000,0
17590,2000-08-31,7,36,1991-2005,1996-2000,0
17591,2000-09-30,7,36,1991-2005,1996-2000,0
17592,2000-10-31,7,36,1991-2005,1996-2000,0
17593,2000-11-30,7,36,1991-2005,1996-2000,0
17594,2000-12-31,7,36,1991-2005,1996-2000,0
17595,2001-01-31,7,36,1991-2005,2001-2005,14
17596,2001-02-28,7,36,1991-2005,2001-2005,40
17597,2001-03-31,7,36,1991-2005,2001-2005,39
17598,2001-04-30,7,36,1991-2005,2001-2005,38
17599,2001-05-31,7,36,1991-2005,2001-2005,37
17600,2001-06-30,7,36,1991-2005,2001-2005,36
17601,2001-07-31,7,36,1991-2005,2001-2005,35
17602,2001-08-31,7,36,1991-2005,2001-2005,34
17603,2001-09-30,7,36,1991-2005,2001-2005,34
17604,2001-10-31,7,36,1991-2005,2001-2005,32
17605,2001-11-30,7,36,1991-2005,2001-2005,31
17606,2001-12-31,7,36,1991-2005,2001-2005,31
17607,2002-01-31,7,36,1991-2005,2001-2005,30
17608,2002-02-28,7,36,1991-2005,2001-2005,19
17609,2002-03-31,7,36,1991-2005,2001-2005,28
17610,2002-04-30,7,36,1991-2005,2001-2005,16
17611,2002-05-31,7,36,1991-2005,2001-2005,15
17612,2002-06-30,7,36,1991-2005,2001-2005,0
17613,2002-07-31,7,36,1991-2005,2001-2005,0
17614,2002-08-31,7,36,1991-2005,2001-2005,0
17615,2002-09-30,7,36,1991-2005,2001-2005,0
17616,2002-10-31,7,36,1991-2005,2001-2005,0
17617,2002-11-30,7,36,1991-2005,2001-2005,0
17618,2002-12-31,7,36,1991-2005,2001-2005,0
17619,2003-01-31,7,36,1991-2005,2001-2005,0
17620,2003-02-28,7,36,1991-2005,2001-2005,0
17621,2003-03-31,7,36,1991-2005,2001-2005,0
17622,2003-04-30,7,36,1991-2005,2001-2005,32
17623,2003-05-31,7,36,1991-2005,2001-2005,31
17624,2003-06-30,7,36,1991-2005,2001-2005,30
17625,2003-07-31,7,36,1991-2005,2001-2005,29
17626,2003-08-31,7,36,1991-2005,2001-2005,28
17627,2003-09-30,7,36,1991-2005,2001-2005,27
17628,2003-10-31,7,36,1991-2005,2001-2005,26
17629,2003-11-30,7,36,1991-2005,2001-2005,25
17630,2003-12-31,7,36,1991-2005,2001-2005,24
17631,2004-01-31,7,36,1991-2005,2001-2005,23
17632,2004-02-29,7,36,1991-2005,2001-2005,23
17633,2004-03-31,7,36,1991-2005,2001-2005,23
17634,2004-04-30,7,36,1991-2005,2001-2005,21
17635,2004-05-31,7,36,1991-2005,2001-2005,20
17636,2004-06-30,7,36,1991-2005,2001-2005,19
17637,2004-07-31,7,36,1991-2005,2001-2005,19
17638,2004-08-31,7,36,1991-2005,2001-2005,18
17639,2004-09-30,7,36,1991-2005,2001-2005,17
17640,2004-10-31,7,36,1991-2005,2001-2005,16
17641,2004-11-30,7,36,1991-2005,2001-2005,15
17642,2004-12-31,7,36,1991-2005,2001-2005,14
17643,2005-01-31,7,36,1991-2005,2001-2005,13
17644,2005-02-28,7,36,1991-2005,2001-2005,12
17645,2005-03-31,7,36,1991-2005,2001-2005,0
17646,2005-04-30,7,36,1991-2005,2001-2005,0
17647,2005-05-31,7,36,1991-2005,2001-2005,25
17648,2005-06-30,7,36,1991-2005,2001-2005,24
17649,2005-07-31,7,36,1991-2005,2001-2005,23
17650,2005-08-31,7,36,1991-2005,2001-2005,22
17651,2005-09-30,7,36,1991-2005,2001-2005,22
17652,2005-10-31,7,36,1991-2005,2001-2005,20
17653,2005-11-30,7,36,1991-2005,2001-2005,19
17654,2005-12-31,7,36,1991-2005,2001-2005,19
17655,2006-01-31,7,36,2006-2021,2006-2010,0
17656,2006-02-28,7,36,2006-2021,2006-2010,16
17657,2006-03-31,7,36,2006-2021,2006-2010,15
17658,2006-04-30,7,36,2006-2021,2006-2010,59
17659,2006-05-31,7,36,2006-2021,2006-2010,32
17660,2006-06-30,7,36,2006-2021,2006-2010,31
17661,2006-07-31,7,36,2006-2021,2006-2010,13
17662,2006-08-31,7,36,2006-2021,2006-2010,12
17663,2006-09-30,7,36,2006-2021,2006-2010,0
17664,2006-10-31,7,36,2006-2021,2006-2010,0
17665,2006-11-30,7,36,2006-2021,2006-2010,0
17666,2006-12-31,7,36,2006-2021,2006-2010,0
17667,2007-01-31,7,36,2006-2021,2006-2010,0
17668,2007-02-28,7,36,2006-2021,2006-2010,0
