,eolbp,amount_of_factors,lbp_length,eras_long,eras_short,amount_of_months
16673,2019-09-30,7,12,2006-2021,2016-2021,0
16674,2019-10-31,7,12,2006-2021,2016-2021,0
16675,2019-11-30,7,12,2006-2021,2016-2021,15
16676,2019-12-31,7,12,2006-2021,2016-2021,14
16677,2020-01-31,7,12,2006-2021,2016-2021,0
16678,2020-02-29,7,12,2006-2021,2016-2021,0
16679,2020-03-31,7,12,2006-2021,2016-2021,0
16680,2020-04-30,7,12,2006-2021,2016-2021,0
16681,2020-05-31,7,12,2006-2021,2016-2021,0
16682,2020-06-30,7,12,2006-2021,2016-2021,0
16683,2020-07-31,7,12,2006-2021,2016-2021,0
16684,2020-08-31,7,12,2006-2021,2016-2021,0
16685,2020-09-30,7,12,2006-2021,2016-2021,0
16686,2020-10-31,7,12,2006-2021,2016-2021,0
16687,2020-11-30,7,12,2006-2021,2016-2021,0
16688,2020-12-31,7,12,2006-2021,2016-2021,0
16689,2021-01-31,7,12,2006-2021,2016-2021,0
16690,2021-02-28,7,12,2006-2021,2016-2021,0
16691,2021-03-31,7,12,2006-2021,2016-2021,0
16692,2021-04-30,7,12,2006-2021,2016-2021,0
16693,2021-05-31,7,12,2006-2021,2016-2021,22
16694,2021-06-30,7,12,2006-2021,2016-2021,20
16695,2021-07-31,7,12,2006-2021,2016-2021,20
16696,2021-08-31,7,12,2006-2021,2016-2021,19
16697,2021-09-30,7,12,2006-2021,2016-2021,18
16698,2021-10-31,7,12,2006-2021,2016-2021,17
16699,2021-11-30,7,12,2006-2021,2016-2021,17
16700,2021-12-31,7,12,2006-2021,2016-2021,17
16701,1973-10-31,7,24,1972-1990,1972-1985,14
16702,1973-11-30,7,24,1972-1990,1972-1985,13
16703,1973-12-31,7,24,1972-1990,1972-1985,12
16704,1974-01-31,7,24,1972-1990,1972-1985,12
16705,1974-02-28,7,24,1972-1990,1972-1985,13
16706,1974-03-31,7,24,1972-1990,1972-1985,12
16707,1974-04-30,7,24,1972-1990,1972-1985,0
16708,1974-05-31,7,24,1972-1990,1972-1985,0
16709,1974-06-30,7,24,1972-1990,1972-1985,0
16710,1974-07-31,7,24,1972-1990,1972-1985,0
16711,1974-08-31,7,24,1972-1990,1972-1985,12
16712,1974-09-30,7,24,1972-1990,1972-1985,0
16713,1974-10-31,7,24,1972-1990,1972-1985,41
16714,1974-11-30,7,24,1972-1990,1972-1985,68
16715,1974-12-31,7,24,1972-1990,1972-1985,39
16716,1975-01-31,7,24,1972-1990,1972-1985,37
16717,1975-02-28,7,24,1972-1990,1972-1985,37
16718,1975-03-31,7,24,1972-1990,1972-1985,37
16719,1975-04-30,7,24,1972-1990,1972-1985,66
16720,1975-05-31,7,24,1972-1990,1972-1985,53
16721,1975-06-30,7,24,1972-1990,1972-1985,34
16722,1975-07-31,7,24,1972-1990,1972-1985,32
16723,1975-08-31,7,24,1972-1990,1972-1985,31
16724,1975-09-30,7,24,1972-1990,1972-1985,30
16725,1975-10-31,7,24,1972-1990,1972-1985,30
16726,1975-11-30,7,24,1972-1990,1972-1985,28
16727,1975-12-31,7,24,1972-1990,1972-1985,27
16728,1976-01-31,7,24,1972-1990,1972-1985,27
16729,1976-02-29,7,24,1972-1990,1972-1985,26
16730,1976-03-31,7,24,1972-1990,1972-1985,43
16731,1976-04-30,7,24,1972-1990,1972-1985,42
16732,1976-05-31,7,24,1972-1990,1972-1985,41
16733,1976-06-30,7,24,1972-1990,1972-1985,24
16734,1976-07-31,7,24,1972-1990,1972-1985,39
16735,1976-08-31,7,24,1972-1990,1972-1985,38
16736,1976-09-30,7,24,1972-1990,1972-1985,37
16737,1976-10-31,7,24,1972-1990,1972-1985,20
16738,1976-11-30,7,24,1972-1990,1972-1985,19
16739,1976-12-31,7,24,1972-1990,1972-1985,18
16740,1977-01-31,7,24,1972-1990,1972-1985,17
16741,1977-02-28,7,24,1972-1990,1972-1985,16
16742,1977-03-31,7,24,1972-1990,1972-1985,15
16743,1977-04-30,7,24,1972-1990,1972-1985,0
16744,1977-05-31,7,24,1972-1990,1972-1985,0
16745,1977-06-30,7,24,1972-1990,1972-1985,0
16746,1977-07-31,7,24,1972-1990,1972-1985,0
16747,1977-08-31,7,24,1972-1990,1972-1985,25
16748,1977-09-30,7,24,1972-1990,1972-1985,24
16749,1977-10-31,7,24,1972-1990,1972-1985,16
16750,1977-11-30,7,24,1972-1990,1972-1985,22
16751,1977-12-31,7,24,1972-1990,1972-1985,22
16752,1978-01-31,7,24,1972-1990,1972-1985,20
16753,1978-02-28,7,24,1972-1990,1972-1985,20
16754,1978-03-31,7,24,1972-1990,1972-1985,21
16755,1978-04-30,7,24,1972-1990,1972-1985,20
16756,1978-05-31,7,24,1972-1990,1972-1985,68
16757,1978-06-30,7,24,1972-1990,1972-1985,67
16758,1978-07-31,7,24,1972-1990,1972-1985,39
16759,1978-08-31,7,24,1972-1990,1972-1985,37
16760,1978-09-30,7,24,1972-1990,1972-1985,37
16761,1978-10-31,7,24,1972-1990,1972-1985,63
16762,1978-11-30,7,24,1972-1990,1972-1985,35
16763,1978-12-31,7,24,1972-1990,1972-1985,34
16764,1979-01-31,7,24,1972-1990,1972-1985,33
16765,1979-02-28,7,24,1972-1990,1972-1985,32
16766,1979-03-31,7,24,1972-1990,1972-1985,31
16767,1979-04-30,7,24,1972-1990,1972-1985,30
16768,1979-05-31,7,24,1972-1990,1972-1985,56
16769,1979-06-30,7,24,1972-1990,1972-1985,55
16770,1979-07-31,7,24,1972-1990,1972-1985,54
16771,1979-08-31,7,24,1972-1990,1972-1985,53
16772,1979-09-30,7,24,1972-1990,1972-1985,23
16773,1979-10-31,7,24,1972-1990,1972-1985,22
16774,1979-11-30,7,24,1972-1990,1972-1985,21
16775,1979-12-31,7,24,1972-1990,1972-1985,21
16776,1980-01-31,7,24,1972-1990,1972-1985,19
16777,1980-02-29,7,24,1972-1990,1972-1985,18
16778,1980-03-31,7,24,1972-1990,1972-1985,17
16779,1980-04-30,7,24,1972-1990,1972-1985,16
16780,1980-05-31,7,24,1972-1990,1972-1985,15
16781,1980-06-30,7,24,1972-1990,1972-1985,14
16782,1980-07-31,7,24,1972-1990,1972-1985,13
16783,1980-08-31,7,24,1972-1990,1972-1985,12
16784,1980-09-30,7,24,1972-1990,1972-1985,0
16785,1980-10-31,7,24,1972-1990,1972-1985,0
16786,1980-11-30,7,24,1972-1990,1972-1985,0
16787,1980-12-31,7,24,1972-1990,1972-1985,0
16788,1981-01-31,7,24,1972-1990,1972-1985,0
16789,1981-02-28,7,24,1972-1990,1972-1985,30
16790,1981-03-31,7,24,1972-1990,1972-1985,27
16791,1981-04-30,7,24,1972-1990,1972-1985,28
16792,1981-05-31,7,24,1972-1990,1972-1985,27
16793,1981-06-30,7,24,1972-1990,1972-1985,24
16794,1981-07-31,7,24,1972-1990,1972-1985,22
16795,1981-08-31,7,24,1972-1990,1972-1985,21
16796,1981-09-30,7,24,1972-1990,1972-1985,20
16797,1981-10-31,7,24,1972-1990,1972-1985,19
16798,1981-11-30,7,24,1972-1990,1972-1985,13
16799,1981-12-31,7,24,1972-1990,1972-1985,12
16800,1982-01-31,7,24,1972-1990,1972-1985,12
16801,1982-02-28,7,24,1972-1990,1972-1985,14
16802,1982-03-31,7,24,1972-1990,1972-1985,0
16803,1982-04-30,7,24,1972-1990,1972-1985,14
16804,1982-05-31,7,24,1972-1990,1972-1985,12
16805,1982-06-30,7,24,1972-1990,1972-1985,0
16806,1982-07-31,7,24,1972-1990,1972-1985,0
16807,1982-08-31,7,24,1972-1990,1972-1985,0
16808,1982-09-30,7,24,1972-1990,1972-1985,0
16809,1982-10-31,7,24,1972-1990,1972-1985,53
16810,1982-11-30,7,24,1972-1990,1972-1985,53
16811,1982-12-31,7,24,1972-1990,1972-1985,54
16812,1983-01-31,7,24,1972-1990,1972-1985,69
16813,1983-02-28,7,24,1972-1990,1972-1985,68
16814,1983-03-31,7,24,1972-1990,1972-1985,67
16815,1983-04-30,7,24,1972-1990,1972-1985,65
16816,1983-05-31,7,24,1972-1990,1972-1985,63
16817,1983-06-30,7,24,1972-1990,1972-1985,59
16818,1983-07-31,7,24,1972-1990,1972-1985,0
16819,1983-08-31,7,24,1972-1990,1972-1985,55
16820,1983-09-30,7,24,1972-1990,1972-1985,15
16821,1983-10-31,7,24,1972-1990,1972-1985,45
16822,1983-11-30,7,24,1972-1990,1972-1985,75
16823,1983-12-31,7,24,1972-1990,1972-1985,74
16824,1984-01-31,7,24,1972-1990,1972-1985,74
16825,1984-02-29,7,24,1972-1990,1972-1985,74
16826,1984-03-31,7,24,1972-1990,1972-1985,72
16827,1984-04-30,7,24,1972-1990,1972-1985,71
16828,1984-05-31,7,24,1972-1990,1972-1985,70
16829,1984-06-30,7,24,1972-1990,1972-1985,68
16830,1984-07-31,7,24,1972-1990,1972-1985,67
16831,1984-08-31,7,24,1972-1990,1972-1985,66
16832,1984-09-30,7,24,1972-1990,1972-1985,61
16833,1984-10-31,7,24,1972-1990,1972-1985,32
16834,1984-11-30,7,24,1972-1990,1972-1985,31
16835,1984-12-31,7,24,1972-1990,1972-1985,30
16836,1985-01-31,7,24,1972-1990,1972-1985,30
16837,1985-02-28,7,24,1972-1990,1972-1985,28
16838,1985-03-31,7,24,1972-1990,1972-1985,27
16839,1985-04-30,7,24,1972-1990,1972-1985,26
16840,1985-05-31,7,24,1972-1990,1972-1985,25
16841,1985-06-30,7,24,1972-1990,1972-1985,24
16842,1985-07-31,7,24,1972-1990,1972-1985,23
16843,1985-08-31,7,24,1972-1990,1972-1985,22
16844,1985-09-30,7,24,1972-1990,1972-1985,21
16845,1985-10-31,7,24,1972-1990,1972-1985,20
16846,1985-11-30,7,24,1972-1990,1972-1985,19
16847,1985-12-31,7,24,1972-1990,1972-1985,18
16848,1986-01-31,7,24,1972-1990,1986-1990,15
16849,1986-02-28,7,24,1972-1990,1986-1990,14
16850,1986-03-31,7,24,1972-1990,1986-1990,12
16851,1986-04-30,7,24,1972-1990,1986-1990,0
16852,1986-05-31,7,24,1972-1990,1986-1990,0
16853,1986-06-30,7,24,1972-1990,1986-1990,0
16854,1986-07-31,7,24,1972-1990,1986-1990,0
16855,1986-08-31,7,24,1972-1990,1986-1990,0
16856,1986-09-30,7,24,1972-1990,1986-1990,0
16857,1986-10-31,7,24,1972-1990,1986-1990,13
16858,1986-11-30,7,24,1972-1990,1986-1990,25
16859,1986-12-31,7,24,1972-1990,1986-1990,24
16860,1987-01-31,7,24,1972-1990,1986-1990,23
16861,1987-02-28,7,24,1972-1990,1986-1990,19
16862,1987-03-31,7,24,1972-1990,1986-1990,18
16863,1987-04-30,7,24,1972-1990,1986-1990,15
16864,1987-05-31,7,24,1972-1990,1986-1990,18
16865,1987-06-30,7,24,1972-1990,1986-1990,17
16866,1987-07-31,7,24,1972-1990,1986-1990,0
16867,1987-08-31,7,24,1972-1990,1986-1990,0
16868,1987-09-30,7,24,1972-1990,1986-1990,0
16869,1987-10-31,7,24,1972-1990,1986-1990,0
16870,1987-11-30,7,24,1972-1990,1986-1990,13
16871,1987-12-31,7,24,1972-1990,1986-1990,0
16872,1988-01-31,7,24,1972-1990,1986-1990,36
16873,1988-02-29,7,24,1972-1990,1986-1990,0
16874,1988-03-31,7,24,1972-1990,1986-1990,58
16875,1988-04-30,7,24,1972-1990,1986-1990,42
16876,1988-05-31,7,24,1972-1990,1986-1990,23
16877,1988-06-30,7,24,1972-1990,1986-1990,20
16878,1988-07-31,7,24,1972-1990,1986-1990,14
16879,1988-08-31,7,24,1972-1990,1986-1990,15
16880,1988-09-30,7,24,1972-1990,1986-1990,22
16881,1988-10-31,7,24,1972-1990,1986-1990,17
16882,1988-11-30,7,24,1972-1990,1986-1990,16
16883,1988-12-31,7,24,1972-1990,1986-1990,12
16884,1989-01-31,7,24,1972-1990,1986-1990,0
16885,1989-02-28,7,24,1972-1990,1986-1990,0
16886,1989-03-31,7,24,1972-1990,1986-1990,0
16887,1989-04-30,7,24,1972-1990,1986-1990,0
16888,1989-05-31,7,24,1972-1990,1986-1990,0
16889,1989-06-30,7,24,1972-1990,1986-1990,0
16890,1989-07-31,7,24,1972-1990,1986-1990,17
16891,1989-08-31,7,24,1972-1990,1986-1990,0
16892,1989-09-30,7,24,1972-1990,1986-1990,0
16893,1989-10-31,7,24,1972-1990,1986-1990,78
16894,1989-11-30,7,24,1972-1990,1986-1990,168
16895,1989-12-31,7,24,1972-1990,1986-1990,12
16896,1990-01-31,7,24,1972-1990,1986-1990,18
16897,1990-02-28,7,24,1972-1990,1986-1990,17
16898,1990-03-31,7,24,1972-1990,1986-1990,16
16899,1990-04-30,7,24,1972-1990,1986-1990,15
16900,1990-05-31,7,24,1972-1990,1986-1990,14
16901,1990-06-30,7,24,1972-1990,1986-1990,13
16902,1990-07-31,7,24,1972-1990,1986-1990,13
16903,1990-08-31,7,24,1972-1990,1986-1990,12
16904,1990-09-30,7,24,1972-1990,1986-1990,0
16905,1990-10-31,7,24,1972-1990,1986-1990,0
16906,1990-11-30,7,24,1972-1990,1986-1990,43
16907,1990-12-31,7,24,1972-1990,1986-1990,0
16908,1991-01-31,7,24,1991-2005,1991-1995,72
16909,1991-02-28,7,24,1991-2005,1991-1995,23
16910,1991-03-31,7,24,1991-2005,1991-1995,27
16911,1991-04-30,7,24,1991-2005,1991-1995,26
16912,1991-05-31,7,24,1991-2005,1991-1995,25
16913,1991-06-30,7,24,1991-2005,1991-1995,17
16914,1991-07-31,7,24,1991-2005,1991-1995,16
16915,1991-08-31,7,24,1991-2005,1991-1995,15
16916,1991-09-30,7,24,1991-2005,1991-1995,16
16917,1991-10-31,7,24,1991-2005,1991-1995,15
16918,1991-11-30,7,24,1991-2005,1991-1995,14
16919,1991-12-31,7,24,1991-2005,1991-1995,13
16920,1992-01-31,7,24,1991-2005,1991-1995,12
16921,1992-02-29,7,24,1991-2005,1991-1995,0
16922,1992-03-31,7,24,1991-2005,1991-1995,134
16923,1992-04-30,7,24,1991-2005,1991-1995,92
16924,1992-05-31,7,24,1991-2005,1991-1995,91
16925,1992-06-30,7,24,1991-2005,1991-1995,131
16926,1992-07-31,7,24,1991-2005,1991-1995,130
16927,1992-08-31,7,24,1991-2005,1991-1995,88
16928,1992-09-30,7,24,1991-2005,1991-1995,86
16929,1992-10-31,7,24,1991-2005,1991-1995,12
16930,1992-11-30,7,24,1991-2005,1991-1995,84
16931,1992-12-31,7,24,1991-2005,1991-1995,79
16932,1993-01-31,7,24,1991-2005,1991-1995,95
16933,1993-02-28,7,24,1991-2005,1991-1995,29
16934,1993-03-31,7,24,1991-2005,1991-1995,76
16935,1993-04-30,7,24,1991-2005,1991-1995,27
16936,1993-05-31,7,24,1991-2005,1991-1995,91
16937,1993-06-30,7,24,1991-2005,1991-1995,90
16938,1993-07-31,7,24,1991-2005,1991-1995,89
16939,1993-08-31,7,24,1991-2005,1991-1995,44
16940,1993-09-30,7,24,1991-2005,1991-1995,43
16941,1993-10-31,7,24,1991-2005,1991-1995,86
16942,1993-11-30,7,24,1991-2005,1991-1995,85
16943,1993-12-31,7,24,1991-2005,1991-1995,17
16944,1994-01-31,7,24,1991-2005,1991-1995,16
16945,1994-02-28,7,24,1991-2005,1991-1995,82
16946,1994-03-31,7,24,1991-2005,1991-1995,81
16947,1994-04-30,7,24,1991-2005,1991-1995,69
16948,1994-05-31,7,24,1991-2005,1991-1995,79
16949,1994-06-30,7,24,1991-2005,1991-1995,78
16950,1994-07-31,7,24,1991-2005,1991-1995,77
16951,1994-08-31,7,24,1991-2005,1991-1995,75
16952,1994-09-30,7,24,1991-2005,1991-1995,74
16953,1994-10-31,7,24,1991-2005,1991-1995,73
16954,1994-11-30,7,24,1991-2005,1991-1995,39
16955,1994-12-31,7,24,1991-2005,1991-1995,38
16956,1995-01-31,7,24,1991-2005,1991-1995,15
16957,1995-02-28,7,24,1991-2005,1991-1995,33
16958,1995-03-31,7,24,1991-2005,1991-1995,32
16959,1995-04-30,7,24,1991-2005,1991-1995,31
16960,1995-05-31,7,24,1991-2005,1991-1995,35
16961,1995-06-30,7,24,1991-2005,1991-1995,15
16962,1995-07-31,7,24,1991-2005,1991-1995,0
16963,1995-08-31,7,24,1991-2005,1991-1995,0
16964,1995-09-30,7,24,1991-2005,1991-1995,12
16965,1995-10-31,7,24,1991-2005,1991-1995,0
16966,1995-11-30,7,24,1991-2005,1991-1995,25
16967,1995-12-31,7,24,1991-2005,1991-1995,24
16968,1996-01-31,7,24,1991-2005,1996-2000,75
16969,1996-02-29,7,24,1991-2005,1996-2000,74
16970,1996-03-31,7,24,1991-2005,1996-2000,73
16971,1996-04-30,7,24,1991-2005,1996-2000,0
16972,1996-05-31,7,24,1991-2005,1996-2000,0
16973,1996-06-30,7,24,1991-2005,1996-2000,17
16974,1996-07-31,7,24,1991-2005,1996-2000,54
16975,1996-08-31,7,24,1991-2005,1996-2000,53
16976,1996-09-30,7,24,1991-2005,1996-2000,52
16977,1996-10-31,7,24,1991-2005,1996-2000,51
16978,1996-11-30,7,24,1991-2005,1996-2000,65
16979,1996-12-31,7,24,1991-2005,1996-2000,90
16980,1997-01-31,7,24,1991-2005,1996-2000,48
16981,1997-02-28,7,24,1991-2005,1996-2000,32
16982,1997-03-31,7,24,1991-2005,1996-2000,20
16983,1997-04-30,7,24,1991-2005,1996-2000,20
16984,1997-05-31,7,24,1991-2005,1996-2000,24
16985,1997-06-30,7,24,1991-2005,1996-2000,17
16986,1997-07-31,7,24,1991-2005,1996-2000,16
16987,1997-08-31,7,24,1991-2005,1996-2000,15
16988,1997-09-30,7,24,1991-2005,1996-2000,14
16989,1997-10-31,7,24,1991-2005,1996-2000,13
16990,1997-11-30,7,24,1991-2005,1996-2000,12
16991,1997-12-31,7,24,1991-2005,1996-2000,0
16992,1998-01-31,7,24,1991-2005,1996-2000,0
16993,1998-02-28,7,24,1991-2005,1996-2000,0
16994,1998-03-31,7,24,1991-2005,1996-2000,0
16995,1998-04-30,7,24,1991-2005,1996-2000,0
16996,1998-05-31,7,24,1991-2005,1996-2000,0
16997,1998-06-30,7,24,1991-2005,1996-2000,0
16998,1998-07-31,7,24,1991-2005,1996-2000,0
16999,1998-08-31,7,24,1991-2005,1996-2000,0
17000,1998-09-30,7,24,1991-2005,1996-2000,0
17001,1998-10-31,7,24,1991-2005,1996-2000,0
17002,1998-11-30,7,24,1991-2005,1996-2000,0
17003,1998-12-31,7,24,1991-2005,1996-2000,24
17004,1999-01-31,7,24,1991-2005,1996-2000,23
17005,1999-02-28,7,24,1991-2005,1996-2000,22
17006,1999-03-31,7,24,1991-2005,1996-2000,20
17007,1999-04-30,7,24,1991-2005,1996-2000,18
17008,1999-05-31,7,24,1991-2005,1996-2000,18
17009,1999-06-30,7,24,1991-2005,1996-2000,16
17010,1999-07-31,7,24,1991-2005,1996-2000,16
17011,1999-08-31,7,24,1991-2005,1996-2000,15
17012,1999-09-30,7,24,1991-2005,1996-2000,14
17013,1999-10-31,7,24,1991-2005,1996-2000,13
17014,1999-11-30,7,24,1991-2005,1996-2000,0
17015,1999-12-31,7,24,1991-2005,1996-2000,0
17016,2000-01-31,7,24,1991-2005,1996-2000,0
17017,2000-02-29,7,24,1991-2005,1996-2000,0
17018,2000-03-31,7,24,1991-2005,1996-2000,0
17019,2000-04-30,7,24,1991-2005,1996-2000,0
17020,2000-05-31,7,24,1991-2005,1996-2000,0
17021,2000-06-30,7,24,1991-2005,1996-2000,0
17022,2000-07-31,7,24,1991-2005,1996-2000,0
17023,2000-08-31,7,24,1991-2005,1996-2000,0
17024,2000-09-30,7,24,1991-2005,1996-2000,0
17025,2000-10-31,7,24,1991-2005,1996-2000,0
17026,2000-11-30,7,24,1991-2005,1996-2000,43
17027,2000-12-31,7,24,1991-2005,1996-2000,42
17028,2001-01-31,7,24,1991-2005,2001-2005,41
17029,2001-02-28,7,24,1991-2005,2001-2005,40
17030,2001-03-31,7,24,1991-2005,2001-2005,40
17031,2001-04-30,7,24,1991-2005,2001-2005,38
17032,2001-05-31,7,24,1991-2005,2001-2005,37
17033,2001-06-30,7,24,1991-2005,2001-2005,37
17034,2001-07-31,7,24,1991-2005,2001-2005,36
17035,2001-08-31,7,24,1991-2005,2001-2005,22
17036,2001-09-30,7,24,1991-2005,2001-2005,21
17037,2001-10-31,7,24,1991-2005,2001-2005,23
17038,2001-11-30,7,24,1991-2005,2001-2005,44
17039,2001-12-31,7,24,1991-2005,2001-2005,17
17040,2002-01-31,7,24,1991-2005,2001-2005,16
17041,2002-02-28,7,24,1991-2005,2001-2005,15
17042,2002-03-31,7,24,1991-2005,2001-2005,14
17043,2002-04-30,7,24,1991-2005,2001-2005,13
17044,2002-05-31,7,24,1991-2005,2001-2005,12
17045,2002-06-30,7,24,1991-2005,2001-2005,0
17046,2002-07-31,7,24,1991-2005,2001-2005,0
17047,2002-08-31,7,24,1991-2005,2001-2005,0
17048,2002-09-30,7,24,1991-2005,2001-2005,0
17049,2002-10-31,7,24,1991-2005,2001-2005,0
17050,2002-11-30,7,24,1991-2005,2001-2005,0
17051,2002-12-31,7,24,1991-2005,2001-2005,0
17052,2003-01-31,7,24,1991-2005,2001-2005,0
17053,2003-02-28,7,24,1991-2005,2001-2005,0
17054,2003-03-31,7,24,1991-2005,2001-2005,0
17055,2003-04-30,7,24,1991-2005,2001-2005,0
17056,2003-05-31,7,24,1991-2005,2001-2005,31
17057,2003-06-30,7,24,1991-2005,2001-2005,30
17058,2003-07-31,7,24,1991-2005,2001-2005,31
17059,2003-08-31,7,24,1991-2005,2001-2005,30
17060,2003-09-30,7,24,1991-2005,2001-2005,25
17061,2003-10-31,7,24,1991-2005,2001-2005,24
17062,2003-11-30,7,24,1991-2005,2001-2005,38
17063,2003-12-31,7,24,1991-2005,2001-2005,26
17064,2004-01-31,7,24,1991-2005,2001-2005,31
17065,2004-02-29,7,24,1991-2005,2001-2005,0
17066,2004-03-31,7,24,1991-2005,2001-2005,29
17067,2004-04-30,7,24,1991-2005,2001-2005,0
17068,2004-05-31,7,24,1991-2005,2001-2005,0
17069,2004-06-30,7,24,1991-2005,2001-2005,0
17070,2004-07-31,7,24,1991-2005,2001-2005,15
17071,2004-08-31,7,24,1991-2005,2001-2005,14
17072,2004-09-30,7,24,1991-2005,2001-2005,13
17073,2004-10-31,7,24,1991-2005,2001-2005,12
17074,2004-11-30,7,24,1991-2005,2001-2005,0
17075,2004-12-31,7,24,1991-2005,2001-2005,0
17076,2005-01-31,7,24,1991-2005,2001-2005,29
17077,2005-02-28,7,24,1991-2005,2001-2005,28
17078,2005-03-31,7,24,1991-2005,2001-2005,27
17079,2005-04-30,7,24,1991-2005,2001-2005,27
17080,2005-05-31,7,24,1991-2005,2001-2005,27
17081,2005-06-30,7,24,1991-2005,2001-2005,26
17082,2005-07-31,7,24,1991-2005,2001-2005,25
17083,2005-08-31,7,24,1991-2005,2001-2005,24
17084,2005-09-30,7,24,1991-2005,2001-2005,23
17085,2005-10-31,7,24,1991-2005,2001-2005,21
17086,2005-11-30,7,24,1991-2005,2001-2005,21
17087,2005-12-31,7,24,1991-2005,2001-2005,21
17088,2006-01-31,7,24,2006-2021,2006-2010,36
17089,2006-02-28,7,24,2006-2021,2006-2010,38
17090,2006-03-31,7,24,2006-2021,2006-2010,36
17091,2006-04-30,7,24,2006-2021,2006-2010,0
17092,2006-05-31,7,24,2006-2021,2006-2010,34
17093,2006-06-30,7,24,2006-2021,2006-2010,33
17094,2006-07-31,7,24,2006-2021,2006-2010,32
17095,2006-08-31,7,24,2006-2021,2006-2010,31
17096,2006-09-30,7,24,2006-2021,2006-2010,0
17097,2006-10-31,7,24,2006-2021,2006-2010,0
17098,2006-11-30,7,24,2006-2021,2006-2010,0
17099,2006-12-31,7,24,2006-2021,2006-2010,0
17100,2007-01-31,7,24,2006-2021,2006-2010,28
17101,2007-02-28,7,24,2006-2021,2006-2010,12
17102,2007-03-31,7,24,2006-2021,2006-2010,52
17103,2007-04-30,7,24,2006-2021,2006-2010,25
17104,2007-05-31,7,24,2006-2021,2006-2010,24
17105,2007-06-30,7,24,2006-2021,2006-2010,23
17106,2007-07-31,7,24,2006-2021,2006-2010,20
17107,2007-08-31,7,24,2006-2021,2006-2010,19
17108,2007-09-30,7,24,2006-2021,2006-2010,18
17109,2007-10-31,7,24,2006-2021,2006-2010,16
17110,2007-11-30,7,24,2006-2021,2006-2010,16
17111,2007-12-31,7,24,2006-2021,2006-2010,15
17112,2008-01-31,7,24,2006-2021,2006-2010,15
17113,2008-02-29,7,24,2006-2021,2006-2010,13
17114,2008-03-31,7,24,2006-2021,2006-2010,12
17115,2008-04-30,7,24,2006-2021,2006-2010,0
17116,2008-05-31,7,24,2006-2021,2006-2010,0
17117,2008-06-30,7,24,2006-2021,2006-2010,0
17118,2008-07-31,7,24,2006-2021,2006-2010,0
17119,2008-08-31,7,24,2006-2021,2006-2010,0
17120,2008-09-30,7,24,2006-2021,2006-2010,0
17121,2008-10-31,7,24,2006-2021,2006-2010,0
17122,2008-11-30,7,24,2006-2021,2006-2010,0
17123,2008-12-31,7,24,2006-2021,2006-2010,0
17124,2009-01-31,7,24,2006-2021,2006-2010,0
17125,2009-02-28,7,24,2006-2021,2006-2010,0
17126,2009-03-31,7,24,2006-2021,2006-2010,0
17127,2009-04-30,7,24,2006-2021,2006-2010,0
17128,2009-05-31,7,24,2006-2021,2006-2010,0
17129,2009-06-30,7,24,2006-2021,2006-2010,0
17130,2009-07-31,7,24,2006-2021,2006-2010,0
17131,2009-08-31,7,24,2006-2021,2006-2010,37
17132,2009-09-30,7,24,2006-2021,2006-2010,44
17133,2009-10-31,7,24,2006-2021,2006-2010,35
17134,2009-11-30,7,24,2006-2021,2006-2010,33
17135,2009-12-31,7,24,2006-2021,2006-2010,28
17136,2010-01-31,7,24,2006-2021,2006-2010,27
17137,2010-02-28,7,24,2006-2021,2006-2010,16
17138,2010-03-31,7,24,2006-2021,2006-2010,0
17139,2010-04-30,7,24,2006-2021,2006-2010,0
17140,2010-05-31,7,24,2006-2021,2006-2010,0
17141,2010-06-30,7,24,2006-2021,2006-2010,0
17142,2010-07-31,7,24,2006-2021,2006-2010,0
17143,2010-08-31,7,24,2006-2021,2006-2010,0
17144,2010-09-30,7,24,2006-2021,2006-2010,0
17145,2010-10-31,7,24,2006-2021,2006-2010,0
17146,2010-11-30,7,24,2006-2021,2006-2010,0
17147,2010-12-31,7,24,2006-2021,2006-2010,0
17148,2011-01-31,7,24,2006-2021,2011-2015,0
17149,2011-02-28,7,24,2006-2021,2011-2015,0
17150,2011-03-31,7,24,2006-2021,2011-2015,0
17151,2011-04-30,7,24,2006-2021,2011-2015,0
17152,2011-05-31,7,24,2006-2021,2011-2015,40
17153,2011-06-30,7,24,2006-2021,2011-2015,39
17154,2011-07-31,7,24,2006-2021,2011-2015,21
17155,2011-08-31,7,24,2006-2021,2011-2015,12
17156,2011-09-30,7,24,2006-2021,2011-2015,0
17157,2011-10-31,7,24,2006-2021,2011-2015,13
17158,2011-11-30,7,24,2006-2021,2011-2015,12
17159,2011-12-31,7,24,2006-2021,2011-2015,16
17160,2012-01-31,7,24,2006-2021,2011-2015,0
17161,2012-02-29,7,24,2006-2021,2011-2015,0
17162,2012-03-31,7,24,2006-2021,2011-2015,0
17163,2012-04-30,7,24,2006-2021,2011-2015,0
17164,2012-05-31,7,24,2006-2021,2011-2015,0
17165,2012-06-30,7,24,2006-2021,2011-2015,29
17166,2012-07-31,7,24,2006-2021,2011-2015,0
17167,2012-08-31,7,24,2006-2021,2011-2015,30
17168,2012-09-30,7,24,2006-2021,2011-2015,29
17169,2012-10-31,7,24,2006-2021,2011-2015,15
17170,2012-11-30,7,24,2006-2021,2011-2015,14
